subtype,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8
LUAD,-15.1949024875224,-9.89011465066302,-4.81432005084268,-7.35651393788081,2.12346084363931,0.317896925096601,-3.06835172597739,-2.60521147229904
LUAD,-8.40231077194017,-1.54921150637538,-1.55960390581407,4.5183762471313,-0.49849359433434,3.83898895635147,3.8002244436004,-5.51849204913248
SCLC,-11.9327186726763,27.8622135796022,5.43572856278948,-0.131963985647622,-30.0719940391451,1.29698310367862,1.27005564774455,-22.7663971405653
LUAD,18.3554321922852,3.88741306749836,-12.1748518666494,7.33496873096406,-4.04810116971443,-9.66955706240466,8.59684569003233,10.5233352040707
LUSC,25.6741808965298,-0.514210713876461,11.7910730838394,1.76010208554573,-1.18827535809333,-4.78599287783202,9.46269597605558,-4.77811285147689
LUSC,30.1077876851137,-6.72093664265654,12.1208894390824,-6.94908265106044,21.0684357885959,-1.45101302682503,-4.55760645777819,-4.06552837907855
LUSC,22.4126884542574,-14.3646574884269,10.6428998284508,17.1205180117915,-5.76150732206627,-4.13352874828163,-5.01951039312341,5.26110369978328
LUAD,7.04678785925963,16.3227856013743,13.5188510524759,5.36750112262264,9.88367840063534,1.36054653022263,1.5874053627376,-1.38114250953396
LUAD,-6.37228433877253,9.97456418742775,15.694934699276,13.5621800083924,9.28346572742504,15.1380246275852,-3.54793393484554,-11.4470200403979
LUAD,-5.25993099262547,-4.0300070379347,0.447975153776256,19.3786950740056,-11.0586518654615,1.72301897176134,12.9206255187017,-1.05331627932726
LUSC,5.1554784228017,-6.58738458775721,0.318468323971023,-5.31044523948626,-0.38442928329319,2.02027969080021,2.51236552743813,-1.37020834524832
LUAD,-4.9786226317338,-9.2530350580757,14.5961498541935,15.551958750816,-6.0094831025357,1.3027284182456,-16.2991373320402,14.6955828461137
LUAD,-16.3301171195567,1.78539455932914,4.6121778555864,12.4179464041316,2.77813840951499,2.21740317330898,-0.758287771565805,-3.49276430400308
LUAD,-17.4459708101457,4.13833037606471,-4.19002474274046,15.5167458643727,-8.66489729101615,-0.155623833647285,-3.78869688925588,4.17733921625716
LUSC,28.8883376821261,-0.648352573541339,6.63843946377505,14.420702188246,-7.53474930218414,-8.99794186496153,0.578786872094195,12.3886919706962
LUSC,2.13027896950503,-4.14007222576656,-2.15885546129864,-14.1468581066441,-2.32553864548565,2.10891681710911,-3.73583038350679,0.226189769558008
LUAD,-2.19155316566364,3.10618970617936,13.4299562843225,12.300847142689,-9.53983587234517,-1.82155990472266,-3.5592691425091,-8.48094316805572
LUSC,40.4633754103605,1.04531307396356,-7.60743513819997,8.94296859631506,-22.2580318074045,-6.49974194443825,-6.52326490529537,6.45873512028615
SCLC,21.9566346016562,8.38746230031138,10.3262903893455,-6.77502767841163,-4.92742746211398,-1.36418418156954,5.25690921481605,-0.353209744072019
LUAD,-5.33275719937485,12.6964594901021,10.9974881979047,0.0179557920271443,-0.200008318734263,1.05839793488718,5.94361441399248,8.96389051787306
LUSC,11.0036542052348,7.72673584288358,10.3075909676311,-2.17105298731459,5.3971718313009,-3.1913779163016,-7.78813373865204,2.75072876801495
LUSC,21.2137574168498,-12.1086672198672,-3.32237500425573,18.151200842398,-11.5707270122084,-3.66939396385647,-12.7833016254572,2.65105879830051
LUSC,32.5931719772629,14.9938820468341,10.940634960831,1.19038622472177,18.1242091701274,14.2198681934134,-6.26548246290923,0.118636268497188
